idx,name,center_x_mm,center_y_mm,center_z_mm,size_x_mm,size_y_mm,size_z_mm,volume_mm3
264,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H2:1/H2/840721760:1/840721760/Extruded (2):1/Extruded (2),-4.919,34.0,22.414,1.107,11.2,1.106,10.386
265,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H2:1/H2/840721632:1/840721632/Extruded (3):1/Extruded (3),-4.928,36.85,21.131,2.327,1.1,4.862,12.006
266,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H2:1/H2/840721760:2/840721760/Extruded (2):1/Extruded (2),-4.919,34.0,19.874,1.107,11.2,1.106,10.386
267,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H2:1/H2/840721760:3/840721760/Extruded (2):1/Extruded (2),-4.919,34.0,19.874,1.107,11.2,1.106,10.386
268,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H2:1/H2/840721760:4/840721760/Extruded (2):1/Extruded (2),-4.919,34.0,17.334,1.107,11.2,1.106,10.386
269,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/H2:1/H2/840721632:2/840721632/Extruded (3):1/Extruded (3),-4.928,36.85,18.591,2.327,1.1,4.862,12.006
270,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/D1:1/D1/SOD323:2/SOD323,-22.543,36.85,35.782,2.7,1.1,1.25,2.202
271,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U4:1/U4/1653192640:6/1653192640/Extruded:1/Extruded,-16.289,37.32,48.85,0.4,0.16,1.168,0.075
272,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U4:1/U4/1653192640:7/1653192640/Extruded:1/Extruded,-17.229,37.32,48.85,0.4,0.16,1.168,0.075
273,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U4:1/U4/1653192640:8/1653192640/Extruded:1/Extruded,-18.169,37.32,48.85,0.4,0.16,1.168,0.075
274,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U4:1/U4/1653192640:9/1653192640/Extruded:1/Extruded,-18.194,37.32,47.461,0.4,0.16,1.168,0.075
275,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U4:1/U4/1653192640:10/1653192640/Extruded:1/Extruded,-16.315,37.32,47.461,0.4,0.16,1.168,0.075
276,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U4:1/U4/736125216:2/736125216/Extruded (1):1/Extruded (1),-17.231,37.027,48.137,2.983,0.655,1.424,2.776
277,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U3:1/U3/1653192640:1/1653192640/Extruded:1/Extruded,-16.289,37.32,41.3,0.4,0.16,1.168,0.075
278,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U3:1/U3/736125216:1/736125216/Extruded (1):1/Extruded (1),-17.231,37.027,40.587,2.983,0.655,1.424,2.776
279,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U3:1/U3/1653192640:2/1653192640/Extruded:1/Extruded,-17.229,37.32,41.3,0.4,0.16,1.168,0.075
280,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U3:1/U3/1653192640:3/1653192640/Extruded:1/Extruded,-18.169,37.32,41.3,0.4,0.16,1.168,0.075
281,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U3:1/U3/1653192640:4/1653192640/Extruded:1/Extruded,-18.194,37.32,39.911,0.4,0.16,1.168,0.075
282,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/U3:1/U3/1653192640:5/1653192640/Extruded:1/Extruded,-16.315,37.32,39.911,0.4,0.16,1.168,0.075
283,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R8:1/R8/R0603:7/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_2_1_2_3_4_AF0:1/_2_1_2_3_4_AF0,-17.903,37.2,45.137,0.25,0.4,0.8,0.031
284,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R8:1/R8/R0603:7/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_7_1_2_AF0:1/_7_1_2_AF0,-17.228,37.2,45.137,1.5,0.401,0.8,0.448
285,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R8:1/R8/R0603:7/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/5_1_2_3_400:1/5_1_2_3_400,-16.553,37.2,45.137,0.25,0.4,0.8,0.031
286,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R7:1/R7/R0603:6/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_2_1_2_3_4_AF0:1/_2_1_2_3_4_AF0,-12.254,37.2,49.437,0.25,0.4,0.8,0.031
287,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R7:1/R7/R0603:6/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/_7_1_2_AF0:1/_7_1_2_AF0,-12.929,37.2,49.437,1.5,0.401,0.8,0.448
288,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/R7:1/R7/R0603:6/R0603/R_0603-3615_AF0_ASM:1/R_0603-3615_AF0_ASM/R_0603-3601_AF0_ASM:1/R_0603-3601_AF0_ASM/5_1_2_3_400:1/5_1_2_3_400,-13.604,37.2,49.437,0.25,0.4,0.8,0.031
289,vertical_translation_v8/assembly v13/wareshare_st_servo_controller v7:1/wareshare_st_servo_controller v7/DC1:1/DC1/dc-005-5a-20:1/dc-005-5a-20,-29.85,33.7,43.073,14.0,14.6,9.4,952.519
